forecast_month,region,product_id,product,predicted_revenue,predicted_profit,growth_percent,confidence,lower_bound,upper_bound,forecast_reason
2027-01,South,P009,WorkflowPro,46944.26,31452.65,13.1,79,42249.83,51638.69,Holiday budget allocation expected to boost sales
2027-01,South,P010,InsightDash,80972.46,51012.65,10.0,83,72875.21,89069.71,Supplier delay resolved -- full inventory restored
2027-01,South,P011,APIGateway Pro,60182.13,41525.67,5.7,87,54163.92,66200.34,Optimistic estimate based on South expansion momentum
2027-01,South,P012,BackupCloud Ultra,32931.55,23381.4,2.8,96,29638.4,36224.71,Back-to-school and IT procurement cycle
2027-01,East,P001,CloudSync Pro,64705.94,42058.86,7.6,85,58235.35,71176.53,Holiday budget allocation expected to boost sales
2027-01,East,P002,DataVault Enterprise,110805.94,68699.68,3.3,78,99725.35,121886.53,Enterprise contract renewals projected in Q3
2027-01,East,P003,NetShield Plus,38044.93,26631.45,8.3,96,34240.44,41849.42,Marketing campaigns scheduled for Q4 2026
2027-01,East,P004,AnalyticsEdge,94434.97,56660.98,5.0,75,84991.47,103878.47,YoY growth trajectory maintained from 2025 H2
2027-01,East,P005,ConnectBridge,51987.89,35351.77,8.5,86,46789.1,57186.68,Enterprise contract renewals projected in Q3
2027-01,East,P006,StorageMax HDD,193565.37,87104.42,10.9,76,174208.83,212921.91,Marketing campaigns scheduled for Q4 2026
2027-01,East,P007,ServerLink X1,262226.24,104890.5,8.6,89,236003.62,288448.86,Back-to-school and IT procurement cycle
2027-01,East,P008,CyberAudit Suite,99329.46,71517.21,4.1,74,89396.51,109262.41,YoY growth trajectory maintained from 2025 H2
2027-01,East,P009,WorkflowPro,45711.67,30626.82,13.6,93,41140.5,50282.84,Holiday budget allocation expected to boost sales
2027-01,East,P010,InsightDash,77284.06,48688.96,14.5,79,69555.65,85012.47,Back-to-school and IT procurement cycle
2027-01,East,P011,APIGateway Pro,54466.12,37581.62,3.6,95,49019.51,59912.73,YoY growth trajectory maintained from 2025 H2
2027-01,East,P012,BackupCloud Ultra,27678.63,19651.83,6.7,95,24910.77,30446.49,Holiday budget allocation expected to boost sales
2027-01,West,P001,CloudSync Pro,66375.77,43144.25,9.5,97,59738.19,73013.35,Supplier delay resolved -- full inventory restored
2027-01,West,P002,DataVault Enterprise,111179.77,68931.46,8.1,78,100061.79,122297.75,Holiday budget allocation expected to boost sales
2027-01,West,P003,NetShield Plus,35476.65,24833.65,7.1,87,31928.99,39024.32,Holiday budget allocation expected to boost sales
2027-01,West,P004,AnalyticsEdge,83806.2,50283.72,11.2,83,75425.58,92186.82,Optimistic estimate based on South expansion momentum
2027-01,West,P005,ConnectBridge,50725.19,34493.13,5.9,74,45652.67,55797.71,Marketing campaigns scheduled for Q4 2026
2027-01,West,P006,StorageMax HDD,187199.84,84239.93,13.7,91,168479.86,205919.82,Expected recovery following May 2026 stockout resolution
2027-01,West,P007,ServerLink X1,283039.67,113215.87,7.8,82,254735.7,311343.64,Post-Q2 recovery driven by H2 seasonality
2027-01,West,P008,CyberAudit Suite,92429.88,66549.51,13.3,74,83186.89,101672.87,Conservative estimate pending East region recovery
2027-01,West,P009,WorkflowPro,40024.18,26816.2,7.4,89,36021.76,44026.6,Expected recovery following May 2026 stockout resolution
2027-01,West,P010,InsightDash,79368.48,50002.14,13.8,75,71431.63,87305.33,Back-to-school and IT procurement cycle
2027-01,West,P011,APIGateway Pro,59696.31,41190.45,6.1,80,53726.68,65665.94,Marketing campaigns scheduled for Q4 2026
2027-01,West,P012,BackupCloud Ultra,30333.81,21537.01,13.2,94,27300.43,33367.19,Optimistic estimate based on South expansion momentum
2027-01,Central,P001,CloudSync Pro,62302.16,40496.4,9.2,94,56071.94,68532.38,Marketing campaigns scheduled for Q4 2026
2027-01,Central,P002,DataVault Enterprise,127359.1,78962.64,6.0,95,114623.19,140095.01,Enterprise contract renewals projected in Q3
2027-01,Central,P003,NetShield Plus,36659.25,25661.47,11.1,76,32993.33,40325.18,Conservative estimate pending East region recovery
2027-01,Central,P004,AnalyticsEdge,87533.14,52519.88,10.5,79,78779.83,96286.45,Back-to-school and IT procurement cycle
2027-01,Central,P005,ConnectBridge,58297.09,39642.02,2.8,76,52467.38,64126.8,Supplier delay resolved -- full inventory restored
2027-01,Central,P006,StorageMax HDD,197601.51,88920.68,10.1,95,177841.36,217361.66,Post-Q2 recovery driven by H2 seasonality
2027-01,Central,P007,ServerLink X1,270081.03,108032.41,10.2,84,243072.93,297089.13,Enterprise contract renewals projected in Q3
2027-01,Central,P008,CyberAudit Suite,98431.85,70870.93,13.2,85,88588.67,108275.04,Supplier delay resolved -- full inventory restored
2027-01,Central,P009,WorkflowPro,39530.11,26485.17,4.0,95,35577.1,43483.12,Supplier delay resolved -- full inventory restored
2027-01,Central,P010,InsightDash,74956.41,47222.54,7.5,74,67460.77,82452.05,Post-Q2 recovery driven by H2 seasonality
2027-01,Central,P011,APIGateway Pro,61827.17,42660.75,6.3,84,55644.45,68009.89,Back-to-school and IT procurement cycle
2027-01,Central,P012,BackupCloud Ultra,29103.85,20663.73,12.2,73,26193.47,32014.24,Enterprise contract renewals projected in Q3
2027-02,North,P001,CloudSync Pro,62147.65,40395.97,12.6,76,55932.89,68362.42,Back-to-school and IT procurement cycle
2027-02,North,P002,DataVault Enterprise,121301.92,75207.19,9.6,73,109171.73,133432.11,Expected recovery following May 2026 stockout resolution
2027-02,North,P003,NetShield Plus,42861.34,30002.94,5.0,86,38575.21,47147.47,Supplier delay resolved -- full inventory restored
2027-02,North,P004,AnalyticsEdge,75371.37,45222.82,13.2,87,67834.23,82908.51,YoY growth trajectory maintained from 2025 H2
2027-02,North,P005,ConnectBridge,50031.01,34021.09,2.7,87,45027.91,55034.11,Marketing campaigns scheduled for Q4 2026
2027-02,North,P006,StorageMax HDD,168626.14,75881.76,6.4,92,151763.53,185488.75,Holiday budget allocation expected to boost sales
2027-02,North,P007,ServerLink X1,265130.97,106052.39,7.3,80,238617.87,291644.07,Holiday budget allocation expected to boost sales
2027-02,North,P008,CyberAudit Suite,95352.48,68653.79,4.5,79,85817.23,104887.73,YoY growth trajectory maintained from 2025 H2
2027-02,North,P009,WorkflowPro,39415.38,26408.3,6.1,84,35473.84,43356.92,YoY growth trajectory maintained from 2025 H2
2027-02,North,P010,InsightDash,68067.42,42882.47,6.2,97,61260.68,74874.16,Supplier delay resolved -- full inventory restored
2027-02,North,P011,APIGateway Pro,55432.36,38248.33,3.8,84,49889.12,60975.6,Back-to-school and IT procurement cycle
2027-02,North,P012,BackupCloud Ultra,32190.81,22855.48,4.0,78,28971.73,35409.89,Expected recovery following May 2026 stockout resolution
2027-02,South,P001,CloudSync Pro,58085.61,37755.65,11.9,83,52277.05,63894.17,Supplier delay resolved -- full inventory restored
2027-02,South,P002,DataVault Enterprise,106675.81,66139.0,10.1,83,96008.23,117343.39,Optimistic estimate based on South expansion momentum
2027-02,South,P003,NetShield Plus,38622.2,27035.54,10.2,87,34759.98,42484.42,Marketing campaigns scheduled for Q4 2026
2027-02,South,P004,AnalyticsEdge,82497.96,49498.78,13.1,97,74248.16,90747.76,Expected recovery following May 2026 stockout resolution
2027-02,South,P005,ConnectBridge,53296.75,36241.79,3.0,78,47967.08,58626.43,Conservative estimate pending East region recovery
2027-02,South,P006,StorageMax HDD,176297.46,79333.86,14.2,95,158667.71,193927.21,YoY growth trajectory maintained from 2025 H2
2027-02,South,P007,ServerLink X1,277523.13,111009.25,11.2,78,249770.82,305275.44,Holiday budget allocation expected to boost sales
2027-02,South,P008,CyberAudit Suite,112448.21,80962.71,13.6,80,101203.39,123693.03,Conservative estimate pending East region recovery
2027-02,South,P009,WorkflowPro,46310.84,31028.26,4.2,89,41679.76,50941.92,Conservative estimate pending East region recovery
2027-02,South,P010,InsightDash,75559.33,47602.38,2.5,87,68003.4,83115.26,Back-to-school and IT procurement cycle
2027-02,South,P011,APIGateway Pro,59679.04,41178.54,3.3,83,53711.14,65646.94,Holiday budget allocation expected to boost sales
2027-02,South,P012,BackupCloud Ultra,30999.02,22009.3,11.4,74,27899.12,34098.92,YoY growth trajectory maintained from 2025 H2
2027-02,East,P001,CloudSync Pro,62011.55,40307.51,6.0,78,55810.4,68212.71,Enterprise contract renewals projected in Q3
2027-02,East,P002,DataVault Enterprise,104149.31,64572.57,3.9,94,93734.38,114564.24,Optimistic estimate based on South expansion momentum
2027-02,East,P003,NetShield Plus,36408.12,25485.68,8.7,90,32767.31,40048.93,YoY growth trajectory maintained from 2025 H2
2027-02,East,P004,AnalyticsEdge,89616.02,53769.61,4.1,94,80654.42,98577.62,Post-Q2 recovery driven by H2 seasonality
2027-02,East,P005,ConnectBridge,49337.79,33549.7,9.5,81,44404.01,54271.57,Back-to-school and IT procurement cycle
2027-02,East,P006,StorageMax HDD,185175.75,83329.09,10.3,85,166658.18,203693.33,Expected recovery following May 2026 stockout resolution
2027-02,East,P007,ServerLink X1,257615.88,103046.35,3.1,88,231854.29,283377.47,YoY growth trajectory maintained from 2025 H2
2027-02,East,P008,CyberAudit Suite,94757.26,68225.23,3.2,95,85281.53,104232.99,Conservative estimate pending East region recovery
2027-02,East,P009,WorkflowPro,43945.33,29443.37,5.4,81,39550.8,48339.86,Back-to-school and IT procurement cycle
2027-02,East,P010,InsightDash,74381.87,46860.58,6.4,74,66943.68,81820.06,Holiday budget allocation expected to boost sales
2027-02,East,P011,APIGateway Pro,52782.49,36419.92,8.3,85,47504.24,58060.74,Enterprise contract renewals projected in Q3
2027-02,East,P012,BackupCloud Ultra,27661.03,19639.33,13.8,72,24894.93,30427.13,Marketing campaigns scheduled for Q4 2026
2027-02,West,P001,CloudSync Pro,65114.28,42324.28,3.4,86,58602.85,71625.71,Expected recovery following May 2026 stockout resolution
2027-02,West,P002,DataVault Enterprise,107531.31,66669.41,10.6,92,96778.18,118284.44,Conservative estimate pending East region recovery
2027-02,West,P003,NetShield Plus,34326.45,24028.51,6.1,82,30893.8,37759.1,Marketing campaigns scheduled for Q4 2026
2027-02,West,P004,AnalyticsEdge,83150.33,49890.2,7.4,89,74835.3,91465.36,Post-Q2 recovery driven by H2 seasonality
2027-02,West,P005,ConnectBridge,48361.51,32885.83,7.6,90,43525.36,53197.66,Back-to-school and IT procurement cycle
2027-02,West,P006,StorageMax HDD,180561.19,81252.54,12.2,74,162505.07,198617.31,YoY growth trajectory maintained from 2025 H2
2027-02,West,P007,ServerLink X1,281915.77,112766.31,4.7,95,253724.19,310107.35,Back-to-school and IT procurement cycle
2027-02,West,P008,CyberAudit Suite,84395.95,60765.08,2.9,77,75956.35,92835.54,Back-to-school and IT procurement cycle
2027-02,West,P009,WorkflowPro,37258.19,24962.99,14.0,85,33532.37,40984.01,YoY growth trajectory maintained from 2025 H2
2027-02,West,P010,InsightDash,78173.34,49249.2,10.8,82,70356.01,85990.67,Post-Q2 recovery driven by H2 seasonality
2027-02,West,P011,APIGateway Pro,57278.75,39522.34,13.5,76,51550.88,63006.63,Enterprise contract renewals projected in Q3
2027-02,West,P012,BackupCloud Ultra,29125.71,20679.25,3.6,81,26213.14,32038.28,Enterprise contract renewals projected in Q3
2027-02,Central,P001,CloudSync Pro,59343.31,38573.15,7.4,73,53408.98,65277.64,Expected recovery following May 2026 stockout resolution
2027-02,Central,P002,DataVault Enterprise,119424.62,74043.26,5.6,95,107482.16,131367.08,Optimistic estimate based on South expansion momentum
2027-02,Central,P003,NetShield Plus,35356.46,24749.52,2.7,84,31820.81,38892.11,Supplier delay resolved -- full inventory restored
2027-02,Central,P004,AnalyticsEdge,87037.66,52222.6,5.0,95,78333.89,95741.43,Conservative estimate pending East region recovery
2027-02,Central,P005,ConnectBridge,54215.19,36866.33,4.1,76,48793.67,59636.71,Holiday budget allocation expected to boost sales
2027-02,Central,P006,StorageMax HDD,180564.5,81254.02,14.4,79,162508.05,198620.95,Optimistic estimate based on South expansion momentum
2027-02,Central,P007,ServerLink X1,253945.17,101578.07,10.5,73,228550.65,279339.69,YoY growth trajectory maintained from 2025 H2
2027-02,Central,P008,CyberAudit Suite,96601.37,69552.99,10.4,75,86941.23,106261.51,Optimistic estimate based on South expansion momentum
2027-02,Central,P009,WorkflowPro,38883.44,26051.9,12.7,75,34995.1,42771.78,Back-to-school and IT procurement cycle
2027-02,Central,P010,InsightDash,69303.92,43661.47,6.2,79,62373.53,76234.31,Optimistic estimate based on South expansion momentum
2027-02,Central,P011,APIGateway Pro,59578.35,41109.06,5.2,77,53620.51,65536.18,YoY growth trajectory maintained from 2025 H2
2027-02,Central,P012,BackupCloud Ultra,27946.97,19842.35,7.0,75,25152.27,30741.67,Back-to-school and IT procurement cycle
2027-03,North,P001,CloudSync Pro,66858.08,43457.75,11.3,80,60172.27,73543.89,YoY growth trajectory maintained from 2025 H2
2027-03,North,P002,DataVault Enterprise,140222.93,86938.22,7.4,81,126200.64,154245.22,YoY growth trajectory maintained from 2025 H2
2027-03,North,P003,NetShield Plus,45732.97,32013.08,6.2,88,41159.67,50306.27,Supplier delay resolved -- full inventory restored
2027-03,North,P004,AnalyticsEdge,82952.24,49771.34,12.1,91,74657.02,91247.46,Marketing campaigns scheduled for Q4 2026
2027-03,North,P005,ConnectBridge,55287.34,37595.39,2.6,80,49758.61,60816.07,Optimistic estimate based on South expansion momentum
2027-03,North,P006,StorageMax HDD,187315.94,84292.17,7.7,80,168584.35,206047.53,Enterprise contract renewals projected in Q3
2027-03,North,P007,ServerLink X1,304781.14,121912.46,11.3,90,274303.03,335259.25,YoY growth trajectory maintained from 2025 H2
2027-03,North,P008,CyberAudit Suite,108022.29,77776.05,11.5,92,97220.06,118824.52,Marketing campaigns scheduled for Q4 2026
2027-03,North,P009,WorkflowPro,45579.14,30538.02,12.9,79,41021.23,50137.05,Holiday budget allocation expected to boost sales
2027-03,North,P010,InsightDash,77118.3,48584.53,9.1,92,69406.47,84830.13,YoY growth trajectory maintained from 2025 H2
2027-03,North,P011,APIGateway Pro,59632.55,41146.46,8.2,79,53669.3,65595.81,YoY growth trajectory maintained from 2025 H2
2027-03,North,P012,BackupCloud Ultra,35794.68,25414.22,11.8,82,32215.21,39374.15,Enterprise contract renewals projected in Q3
2027-03,South,P001,CloudSync Pro,66586.07,43280.95,14.3,84,59927.46,73244.68,YoY growth trajectory maintained from 2025 H2
2027-03,South,P002,DataVault Enterprise,118669.95,73575.37,9.3,74,106802.96,130536.95,Holiday budget allocation expected to boost sales
2027-03,South,P003,NetShield Plus,42477.34,29734.14,13.3,77,38229.61,46725.07,YoY growth trajectory maintained from 2025 H2
2027-03,South,P004,AnalyticsEdge,94499.48,56699.69,13.0,88,85049.53,103949.43,Post-Q2 recovery driven by H2 seasonality
2027-03,South,P005,ConnectBridge,60728.09,41295.1,7.5,81,54655.28,66800.9,Expected recovery following May 2026 stockout resolution
2027-03,South,P006,StorageMax HDD,196359.94,88361.97,11.9,83,176723.95,215995.93,Back-to-school and IT procurement cycle
2027-03,South,P007,ServerLink X1,308405.78,123362.31,12.7,94,277565.2,339246.36,YoY growth trajectory maintained from 2025 H2
2027-03,South,P008,CyberAudit Suite,121077.59,87175.86,13.0,96,108969.83,133185.35,Holiday budget allocation expected to boost sales
2027-03,South,P009,WorkflowPro,53397.85,35776.56,7.2,95,48058.07,58737.64,YoY growth trajectory maintained from 2025 H2
2027-03,South,P010,InsightDash,86705.88,54624.7,6.6,89,78035.29,95376.47,Optimistic estimate based on South expansion momentum
2027-03,South,P011,APIGateway Pro,65695.28,45329.74,10.9,85,59125.75,72264.81,Enterprise contract renewals projected in Q3
2027-03,South,P012,BackupCloud Ultra,35449.93,25169.45,13.1,90,31904.94,38994.92,Conservative estimate pending East region recovery
2027-03,East,P001,CloudSync Pro,70136.03,45588.42,11.5,76,63122.43,77149.63,Holiday budget allocation expected to boost sales
2027-03,East,P002,DataVault Enterprise,115309.95,71492.17,13.4,96,103778.96,126840.95,Supplier delay resolved -- full inventory restored
2027-03,East,P003,NetShield Plus,40779.22,28545.45,9.6,81,36701.3,44857.14,Expected recovery following May 2026 stockout resolution
2027-03,East,P004,AnalyticsEdge,100924.01,60554.41,3.5,92,90831.61,111016.41,Marketing campaigns scheduled for Q4 2026
2027-03,East,P005,ConnectBridge,57065.28,38804.39,10.9,85,51358.75,62771.81,Back-to-school and IT procurement cycle
2027-03,East,P006,StorageMax HDD,210751.24,94838.06,9.1,79,189676.12,231826.36,YoY growth trajectory maintained from 2025 H2
2027-03,East,P007,ServerLink X1,283739.89,113495.96,13.8,81,255365.9,312113.88,Supplier delay resolved -- full inventory restored
2027-03,East,P008,CyberAudit Suite,106200.49,76464.35,8.5,85,95580.44,116820.54,Back-to-school and IT procurement cycle
2027-03,East,P009,WorkflowPro,49671.03,33279.59,2.8,97,44703.93,54638.13,Expected recovery following May 2026 stockout resolution
2027-03,East,P010,InsightDash,82194.58,51782.59,9.0,81,73975.12,90414.04,Optimistic estimate based on South expansion momentum
2027-03,East,P011,APIGateway Pro,59861.3,41304.3,10.2,91,53875.17,65847.43,Optimistic estimate based on South expansion momentum
2027-03,East,P012,BackupCloud Ultra,31137.49,22107.62,11.6,97,28023.74,34251.24,Expected recovery following May 2026 stockout resolution
2027-03,West,P001,CloudSync Pro,71131.19,46235.27,6.8,79,64018.07,78244.31,Conservative estimate pending East region recovery
2027-03,West,P002,DataVault Enterprise,120463.49,74687.36,7.2,97,108417.14,132509.84,Conservative estimate pending East region recovery
2027-03,West,P003,NetShield Plus,39146.02,27402.21,10.8,74,35231.42,43060.62,Post-Q2 recovery driven by H2 seasonality
2027-03,West,P004,AnalyticsEdge,89686.03,53811.62,8.5,78,80717.43,98654.63,Marketing campaigns scheduled for Q4 2026
2027-03,West,P005,ConnectBridge,54011.37,36727.73,3.2,94,48610.23,59412.51,Enterprise contract renewals projected in Q3
2027-03,West,P006,StorageMax HDD,208328.67,93747.9,11.8,75,187495.8,229161.54,Holiday budget allocation expected to boost sales
2027-03,West,P007,ServerLink X1,307609.67,123043.87,7.6,87,276848.7,338370.64,Conservative estimate pending East region recovery
2027-03,West,P008,CyberAudit Suite,99523.0,71656.56,2.7,76,89570.7,109475.3,Supplier delay resolved -- full inventory restored
2027-03,West,P009,WorkflowPro,43381.23,29065.42,9.4,75,39043.11,47719.35,Enterprise contract renewals projected in Q3
2027-03,West,P010,InsightDash,87382.46,55050.95,14.2,84,78644.21,96120.71,Back-to-school and IT procurement cycle
2027-03,West,P011,APIGateway Pro,63701.45,43954.0,6.1,96,57331.31,70071.6,Marketing campaigns scheduled for Q4 2026
2027-03,West,P012,BackupCloud Ultra,32767.02,23264.58,6.4,80,29490.32,36043.72,Enterprise contract renewals projected in Q3
2027-03,Central,P001,CloudSync Pro,69279.3,45031.55,14.4,92,62351.37,76207.23,Enterprise contract renewals projected in Q3
2027-03,Central,P002,DataVault Enterprise,134070.32,83123.6,10.9,83,120663.29,147477.35,Supplier delay resolved -- full inventory restored
2027-03,Central,P003,NetShield Plus,38662.88,27064.02,12.3,91,34796.59,42529.17,Expected recovery following May 2026 stockout resolution
2027-03,Central,P004,AnalyticsEdge,94809.3,56885.58,11.5,90,85328.37,104290.23,Optimistic estimate based on South expansion momentum
2027-03,Central,P005,ConnectBridge,62414.0,42441.52,6.1,78,56172.6,68655.4,Supplier delay resolved -- full inventory restored
2027-03,Central,P006,StorageMax HDD,211562.73,95203.23,5.6,93,190406.46,232719.0,Expected recovery following May 2026 stockout resolution
2027-03,Central,P007,ServerLink X1,298850.26,119540.1,3.8,92,268965.23,328735.29,Supplier delay resolved -- full inventory restored
2027-03,Central,P008,CyberAudit Suite,110085.41,79261.5,7.1,81,99076.87,121093.95,Optimistic estimate based on South expansion momentum
2027-03,Central,P009,WorkflowPro,42694.44,28605.27,9.9,86,38425.0,46963.88,Post-Q2 recovery driven by H2 seasonality
2027-03,Central,P010,InsightDash,78191.52,49260.66,13.2,79,70372.37,86010.67,Back-to-school and IT procurement cycle
2027-03,Central,P011,APIGateway Pro,67519.22,46588.26,9.7,73,60767.3,74271.14,Expected recovery following May 2026 stockout resolution
2027-03,Central,P012,BackupCloud Ultra,32714.41,23227.23,3.8,83,29442.97,35985.85,Optimistic estimate based on South expansion momentum
2027-04,North,P001,CloudSync Pro,68416.85,44470.95,7.3,94,61575.17,75258.54,Back-to-school and IT procurement cycle
2027-04,North,P002,DataVault Enterprise,142398.45,88287.04,5.8,90,128158.61,156638.3,Post-Q2 recovery driven by H2 seasonality
2027-04,North,P003,NetShield Plus,49016.37,34311.46,3.5,79,44114.73,53918.01,Back-to-school and IT procurement cycle
2027-04,North,P004,AnalyticsEdge,85435.48,51261.29,5.8,87,76891.93,93979.03,Supplier delay resolved -- full inventory restored
2027-04,North,P005,ConnectBridge,58425.27,39729.18,10.4,78,52582.74,64267.8,Holiday budget allocation expected to boost sales
2027-04,North,P006,StorageMax HDD,193480.04,87066.02,3.7,73,174132.04,212828.04,Optimistic estimate based on South expansion momentum
2027-04,North,P007,ServerLink X1,310689.03,124275.61,10.8,74,279620.13,341757.93,Post-Q2 recovery driven by H2 seasonality
2027-04,North,P008,CyberAudit Suite,116236.61,83690.36,12.9,87,104612.95,127860.27,Optimistic estimate based on South expansion momentum
2027-04,North,P009,WorkflowPro,45874.39,30735.84,3.4,80,41286.95,50461.83,Conservative estimate pending East region recovery
2027-04,North,P010,InsightDash,76855.6,48419.03,7.3,81,69170.04,84541.16,Optimistic estimate based on South expansion momentum
2027-04,North,P011,APIGateway Pro,63311.42,43684.88,9.6,93,56980.28,69642.56,Expected recovery following May 2026 stockout resolution
2027-04,North,P012,BackupCloud Ultra,37742.57,26797.22,3.1,81,33968.31,41516.83,Enterprise contract renewals projected in Q3
2027-04,South,P001,CloudSync Pro,68274.0,44378.1,3.0,88,61446.6,75101.4,Conservative estimate pending East region recovery
2027-04,South,P002,DataVault Enterprise,122537.95,75973.53,7.5,85,110284.15,134791.74,Expected recovery following May 2026 stockout resolution
2027-04,South,P003,NetShield Plus,43598.44,30518.91,9.0,73,39238.6,47958.28,Expected recovery following May 2026 stockout resolution
2027-04,South,P004,AnalyticsEdge,97993.32,58795.99,9.7,79,88193.99,107792.65,Holiday budget allocation expected to boost sales
2027-04,South,P005,ConnectBridge,60872.35,41393.2,14.0,96,54785.11,66959.59,Back-to-school and IT procurement cycle
2027-04,South,P006,StorageMax HDD,202452.5,91103.62,13.2,82,182207.25,222697.75,Holiday budget allocation expected to boost sales
2027-04,South,P007,ServerLink X1,324042.41,129616.96,13.2,73,291638.17,356446.65,Back-to-school and IT procurement cycle
2027-04,South,P008,CyberAudit Suite,126125.15,90810.11,3.4,73,113512.63,138737.67,Marketing campaigns scheduled for Q4 2026
2027-04,South,P009,WorkflowPro,53929.17,36132.54,10.6,87,48536.25,59322.09,Optimistic estimate based on South expansion momentum
2027-04,South,P010,InsightDash,86430.0,54450.9,13.5,84,77787.0,95073.0,Post-Q2 recovery driven by H2 seasonality
2027-04,South,P011,APIGateway Pro,65282.94,45045.23,11.9,75,58754.65,71811.23,Expected recovery following May 2026 stockout resolution
2027-04,South,P012,BackupCloud Ultra,36631.67,26008.49,3.9,76,32968.5,40294.84,Expected recovery following May 2026 stockout resolution
2027-04,East,P001,CloudSync Pro,71055.87,46186.32,6.2,72,63950.28,78161.46,Enterprise contract renewals projected in Q3
2027-04,East,P002,DataVault Enterprise,119684.58,74204.44,8.1,72,107716.12,131653.04,Enterprise contract renewals projected in Q3
2027-04,East,P003,NetShield Plus,43270.87,30289.61,8.7,97,38943.78,47597.96,Expected recovery following May 2026 stockout resolution
2027-04,East,P004,AnalyticsEdge,103799.32,62279.59,3.9,89,93419.39,114179.25,Marketing campaigns scheduled for Q4 2026
2027-04,East,P005,ConnectBridge,58824.73,40000.82,6.1,76,52942.26,64707.2,Marketing campaigns scheduled for Q4 2026
2027-04,East,P006,StorageMax HDD,219835.45,98925.95,3.4,91,197851.91,241819.0,Back-to-school and IT procurement cycle
2027-04,East,P007,ServerLink X1,305134.14,122053.66,8.2,88,274620.73,335647.55,YoY growth trajectory maintained from 2025 H2
2027-04,East,P008,CyberAudit Suite,109176.22,78606.88,6.0,85,98258.6,120093.84,Back-to-school and IT procurement cycle
2027-04,East,P009,WorkflowPro,51046.14,34200.91,5.4,97,45941.53,56150.75,Expected recovery following May 2026 stockout resolution
2027-04,East,P010,InsightDash,82968.5,52270.15,10.1,81,74671.65,91265.35,Optimistic estimate based on South expansion momentum
2027-04,East,P011,APIGateway Pro,63608.38,43889.78,10.4,84,57247.54,69969.22,Expected recovery following May 2026 stockout resolution
2027-04,East,P012,BackupCloud Ultra,32178.5,22846.74,14.5,77,28960.65,35396.35,Back-to-school and IT procurement cycle
2027-04,West,P001,CloudSync Pro,74378.12,48345.78,3.9,81,66940.31,81815.93,Post-Q2 recovery driven by H2 seasonality
2027-04,West,P002,DataVault Enterprise,124212.79,77011.93,5.3,82,111791.51,136634.07,Back-to-school and IT procurement cycle
2027-04,West,P003,NetShield Plus,39603.77,27722.64,7.4,93,35643.39,43564.15,Supplier delay resolved -- full inventory restored
2027-04,West,P004,AnalyticsEdge,96582.61,57949.57,4.7,74,86924.35,106240.87,Supplier delay resolved -- full inventory restored
2027-04,West,P005,ConnectBridge,57142.85,38857.14,12.3,82,51428.57,62857.14,Enterprise contract renewals projected in Q3
2027-04,West,P006,StorageMax HDD,217740.38,97983.17,4.6,92,195966.34,239514.42,Marketing campaigns scheduled for Q4 2026
2027-04,West,P007,ServerLink X1,321185.73,128474.29,13.2,72,289067.16,353304.3,Enterprise contract renewals projected in Q3
2027-04,West,P008,CyberAudit Suite,101036.95,72746.6,5.9,95,90933.26,111140.65,Expected recovery following May 2026 stockout resolution
2027-04,West,P009,WorkflowPro,45286.95,30342.26,8.1,89,40758.25,49815.65,Optimistic estimate based on South expansion momentum
2027-04,West,P010,InsightDash,88699.16,55880.47,5.8,88,79829.24,97569.08,YoY growth trajectory maintained from 2025 H2
2027-04,West,P011,APIGateway Pro,65061.26,44892.27,9.8,88,58555.13,71567.39,Optimistic estimate based on South expansion momentum
2027-04,West,P012,BackupCloud Ultra,34995.83,24847.04,9.7,73,31496.25,38495.41,Post-Q2 recovery driven by H2 seasonality
2027-04,Central,P001,CloudSync Pro,69864.01,45411.61,9.6,92,62877.61,76850.41,YoY growth trajectory maintained from 2025 H2
2027-04,Central,P002,DataVault Enterprise,138672.41,85976.89,6.7,93,124805.17,152539.65,Supplier delay resolved -- full inventory restored
2027-04,Central,P003,NetShield Plus,39891.34,27923.94,6.9,88,35902.21,43880.47,Holiday budget allocation expected to boost sales
2027-04,Central,P004,AnalyticsEdge,100312.1,60187.26,12.7,77,90280.89,110343.31,Marketing campaigns scheduled for Q4 2026
2027-04,Central,P005,ConnectBridge,64413.88,43801.44,3.5,76,57972.49,70855.27,Supplier delay resolved -- full inventory restored
2027-04,Central,P006,StorageMax HDD,212893.31,95801.99,11.6,83,191603.98,234182.64,Supplier delay resolved -- full inventory restored
2027-04,Central,P007,ServerLink X1,297032.04,118812.82,5.6,72,267328.84,326735.24,Marketing campaigns scheduled for Q4 2026
2027-04,Central,P008,CyberAudit Suite,108984.36,78468.74,3.0,81,98085.92,119882.8,Holiday budget allocation expected to boost sales
2027-04,Central,P009,WorkflowPro,43118.4,28889.33,5.2,84,38806.56,47430.24,Conservative estimate pending East region recovery
2027-04,Central,P010,InsightDash,81811.83,51541.45,14.0,77,73630.65,89993.01,Holiday budget allocation expected to boost sales
2027-04,Central,P011,APIGateway Pro,68434.85,47220.05,10.9,86,61591.37,75278.34,Expected recovery following May 2026 stockout resolution
2027-04,Central,P012,BackupCloud Ultra,33591.82,23850.19,2.5,92,30232.64,36951.0,Supplier delay resolved -- full inventory restored
