campaign_id,campaign_name,channel,region,budget,spend,clicks,conversions,revenue_attributed,roi,campaign_start,campaign_end,campaign_month
CMP371,Q4 2025 -- Content Marketing (West),Content Marketing,West,85822.63,84785.11,32030,1647,3280671.49,3769.4,2025-12-01,2025-12-11,2025-12
CMP372,Q3 2025 -- Email (Central),Email,Central,79343.16,73565.24,37920,2479,5123928.73,6865.1,2025-02-06,2025-02-22,2025-02
CMP373,Enterprise 2024 -- Google Ads (North),Google Ads,North,9267.46,8813.8,7420,958,1486205.33,16762.3,2024-03-11,2024-03-25,2024-03
CMP374,SMB 2025 -- Email (North),Email,North,50198.77,45603.67,13450,1384,3446486.15,7457.5,2025-09-05,2025-09-21,2025-09
CMP375,Seasonal 2024 -- Email (North),Email,North,47482.79,43390.97,17867,2375,2996507.36,6805.8,2024-05-05,2024-05-15,2024-05
CMP376,Seasonal 2025 -- Meta Ads (Central),Meta Ads,Central,68524.74,64559.45,12220,1045,612855.19,849.3,2025-01-13,2025-01-28,2025-01
CMP377,SMB 2026 -- Google Ads (West),Google Ads,West,36741.41,34502.18,4162,403,663255.78,1822.4,2026-04-14,2026-04-28,2026-04
CMP378,Q4 2024 -- Webinar (Central),Webinar,Central,88889.39,75536.58,6416,1013,1508828.62,1897.5,2024-03-10,2024-03-19,2024-03
CMP379,Product Launch 2025 -- Meta Ads (South),Meta Ads,South,66237.74,58304.4,19703,3420,1336423.13,2192.1,2025-08-05,2025-08-17,2025-08
CMP380,SMB 2025 -- Meta Ads (South),Meta Ads,South,5853.25,5731.31,33297,4813,854371.42,14807.1,2025-07-15,2025-07-28,2025-07
CMP381,Enterprise 2024 -- Google Ads (Central),Google Ads,Central,85277.11,71704.52,2163,326,253700.08,253.8,2024-11-13,2024-11-28,2024-11
CMP382,Brand 2025 -- Google Ads (West),Google Ads,West,69669.38,57501.46,34993,4791,6486449.88,11180.5,2025-09-04,2025-09-23,2025-09
CMP383,Regional 2024 -- Content Marketing (South),Content Marketing,South,78033.15,67546.28,28567,4820,4444635.91,6480.1,2024-04-05,2024-04-20,2024-04
CMP384,Holiday 2026 -- Webinar (East),Webinar,East,63918.15,55596.15,33890,990,171511.18,208.5,2026-01-14,2026-01-25,2026-01
CMP385,Brand 2025 -- Content Marketing (North),Content Marketing,North,28261.52,25882.04,25756,3826,2878578.15,11021.9,2025-09-14,2025-09-28,2025-09
CMP386,Awareness 2025 -- Email (North),Email,North,64296.62,61541.99,17310,3098,6935121.1,11168.9,2025-12-09,2025-12-21,2025-12
CMP387,Awareness 2026 -- Events (Central),Events,Central,60824.25,45982.45,12402,2176,498596.99,984.3,2026-05-15,2026-05-27,2026-05
CMP388,Q3 2024 -- Email (East),Email,East,45215.93,40976.87,3744,149,148965.3,263.5,2024-12-14,2024-12-26,2024-12
CMP389,Product Launch 2026 -- Content Marketing (South),Content Marketing,South,95020.2,86905.39,26558,2150,1428718.92,1544.0,2026-01-15,2026-01-24,2026-01
CMP390,Enterprise 2024 -- Content Marketing (Central),Content Marketing,Central,38499.3,38201.44,16244,401,622961.11,1530.7,2024-04-06,2024-04-26,2024-04
CMP391,Regional 2025 -- Google Ads (Central),Google Ads,Central,10711.53,8515.67,30537,1629,869687.49,10112.8,2025-05-13,2025-05-28,2025-05
CMP392,Q2 2026 -- Meta Ads (North),Meta Ads,North,58050.49,56909.59,486,11,4959.39,-91.3,2026-05-06,2026-05-16,2026-05
CMP393,Conversion 2026 -- Webinar (North),Webinar,North,99687.48,96056.95,34093,1370,3130627.03,3159.1,2026-02-12,2026-02-19,2026-02
CMP394,Q4 2024 -- Events (East),Events,East,91454.52,69869.33,22914,1548,1279467.97,1731.2,2024-12-01,2024-12-17,2024-12
CMP395,Regional 2026 -- Meta Ads (West),Meta Ads,West,51114.28,44048.64,13606,1549,2145013.03,4769.6,2026-03-08,2026-03-27,2026-03
CMP396,Seasonal 2026 -- LinkedIn (South),LinkedIn,South,27486.71,26317.61,24759,3894,5487006.89,20749.2,2026-03-11,2026-03-28,2026-03
CMP397,Regional 2026 -- Meta Ads (West),Meta Ads,West,18117.91,17808.99,8818,1004,2198732.39,12246.2,2026-02-13,2026-02-28,2026-02
CMP398,Seasonal 2025 -- Events (North),Events,North,66419.52,61198.3,34794,5057,8618397.03,13982.7,2025-03-14,2025-03-26,2025-03
CMP399,Q1 2025 -- LinkedIn (North),LinkedIn,North,94001.72,73413.78,27936,3812,8207697.56,11080.1,2025-10-01,2025-10-11,2025-10
CMP400,SMB 2025 -- LinkedIn (Central),LinkedIn,Central,41829.66,38433.17,22389,501,909428.92,2266.3,2025-05-12,2025-05-27,2025-05
CMP401,Q2 2026 -- Events (East),Events,East,89053.64,85609.64,2195,223,104841.49,22.5,2026-03-10,2026-03-28,2026-03
CMP402,Q4 2025 -- LinkedIn (East),LinkedIn,East,92157.75,69734.9,27264,3143,3138640.36,4400.8,2025-12-05,2025-12-12,2025-12
CMP403,Seasonal 2026 -- Events (East),Events,East,53288.83,41003.13,4263,431,785602.29,1816.0,2026-02-06,2026-02-26,2026-02
CMP404,Conversion 2025 -- Email (South),Email,South,84454.61,76591.58,32519,2063,3094285.86,3940.0,2025-06-05,2025-06-19,2025-06
CMP405,Q4 2025 -- LinkedIn (South),LinkedIn,South,53859.87,42392.9,19104,2633,5420688.01,12686.8,2025-12-02,2025-12-11,2025-12
CMP406,Q1 2026 -- Email (South),Email,South,51878.68,48126.49,21888,3564,5558545.3,11449.9,2026-04-10,2026-04-17,2026-04
CMP407,Enterprise 2025 -- Events (East),Events,East,48875.29,39896.31,7115,639,294926.49,639.2,2025-10-12,2025-10-28,2025-10
CMP408,Q2 2025 -- LinkedIn (Central),LinkedIn,Central,19633.61,16511.93,14683,1100,242219.66,1366.9,2025-11-14,2025-11-28,2025-11
CMP409,Product Launch 2025 -- Content Marketing (South),Content Marketing,South,74752.57,56453.54,19934,793,407548.0,621.9,2025-07-08,2025-07-19,2025-07
CMP410,Seasonal 2024 -- Email (South),Email,South,23747.72,18183.35,18748,2825,6720176.92,36857.9,2024-11-08,2024-11-21,2024-11
CMP411,Retargeting 2024 -- LinkedIn (South),LinkedIn,South,82816.77,63269.57,18741,3254,3060440.58,4737.1,2024-08-15,2024-08-28,2024-08
CMP412,Seasonal 2025 -- Content Marketing (South),Content Marketing,South,89334.37,75119.72,28717,4256,10222125.91,13507.8,2025-06-06,2025-06-22,2025-06
CMP413,Conversion 2026 -- Events (West),Events,West,97158.41,88852.03,27372,2363,654139.87,636.2,2026-02-04,2026-02-16,2026-02
CMP414,Product Launch 2024 -- LinkedIn (Central),LinkedIn,Central,13707.49,12003.45,3530,236,79467.24,562.0,2024-05-13,2024-05-28,2024-05
CMP415,Seasonal 2025 -- LinkedIn (North),LinkedIn,North,77766.08,60142.14,38150,3551,2464596.19,3998.0,2025-11-08,2025-11-23,2025-11
CMP416,Retargeting 2025 -- Events (West),Events,West,96725.02,93589.69,43993,5666,1329866.94,1321.0,2025-01-13,2025-01-28,2025-01
CMP417,Retargeting 2026 -- Events (Central),Events,Central,7322.16,5652.7,24353,1935,3757399.52,66370.9,2026-05-06,2026-05-23,2026-05
CMP418,Regional 2024 -- Events (South),Events,South,24437.88,18595.46,26800,1758,399943.29,2050.8,2024-02-02,2024-02-14,2024-02
CMP419,Product Launch 2026 -- Webinar (South),Webinar,South,46175.76,40401.18,2989,148,23048.27,-43.0,2026-02-12,2026-02-22,2026-02
CMP420,Retargeting 2026 -- Events (South),Events,South,99456.88,76153.73,35084,4153,5778074.5,7487.4,2026-04-09,2026-04-18,2026-04
CMP421,Enterprise 2026 -- Email (East),Email,East,78427.86,67296.53,16483,2301,1821189.6,2606.2,2026-01-13,2026-01-28,2026-01
CMP422,Brand 2024 -- Webinar (South),Webinar,South,71439.15,56894.04,12412,1723,1897333.7,3234.9,2024-09-04,2024-09-15,2024-09
CMP423,Enterprise 2025 -- Email (East),Email,East,34160.64,32864.48,17085,1607,2351350.01,7054.7,2025-03-12,2025-03-28,2025-03
CMP424,Enterprise 2025 -- Content Marketing (South),Content Marketing,South,27763.7,24944.87,42877,3102,1142690.77,4480.9,2025-10-14,2025-10-27,2025-10
CMP425,Product Launch 2025 -- Email (Central),Email,Central,21032.65,17815.55,29420,3712,3225710.03,18006.1,2025-05-05,2025-05-21,2025-05
CMP426,Product Launch 2026 -- Email (East),Email,East,71798.13,58323.8,21632,1575,1854297.29,3079.3,2026-02-13,2026-02-28,2026-02
CMP427,Q1 2024 -- Webinar (East),Webinar,East,94447.1,85630.59,38429,5435,11631948.02,13483.9,2024-04-10,2024-04-21,2024-04
CMP428,Enterprise 2025 -- Content Marketing (Central),Content Marketing,Central,42094.92,38597.59,34236,1034,2335630.16,5951.2,2025-05-13,2025-05-28,2025-05
CMP429,Q3 2024 -- Meta Ads (Central),Meta Ads,Central,28084.36,26484.33,41497,7301,12171971.2,45859.1,2024-10-13,2024-10-28,2024-10
CMP430,Q1 2026 -- Email (East),Email,East,26522.86,11698.46,32048,4266,5036817.01,42955.4,2026-04-03,2026-04-12,2026-04
CMP431,Enterprise 2026 -- Email (North),Email,North,51734.28,42691.15,34332,5980,7864089.37,18320.9,2026-01-04,2026-01-19,2026-01
CMP432,Enterprise 2025 -- Google Ads (South),Google Ads,South,70216.18,68695.36,21535,2759,3327314.77,4743.6,2025-06-06,2025-06-22,2025-06
CMP433,SMB 2026 -- Webinar (West),Webinar,West,52729.49,46950.63,339,9,8806.68,-81.2,2026-03-14,2026-03-28,2026-03
CMP434,Retargeting 2026 -- Content Marketing (North),Content Marketing,North,76118.04,69489.27,17313,2116,4994822.24,7087.9,2026-02-15,2026-02-28,2026-02
CMP435,Q1 2025 -- Meta Ads (East),Meta Ads,East,39926.28,31016.44,28668,2202,4898578.63,15693.5,2025-04-03,2025-04-17,2025-04
CMP436,Q2 2024 -- Meta Ads (East),Meta Ads,East,98165.12,86142.39,29237,1754,3211737.69,3628.4,2024-01-05,2024-01-14,2024-01
CMP437,Retargeting 2024 -- Meta Ads (East),Meta Ads,East,59571.69,53192.29,34782,2630,6229241.16,11610.8,2024-04-06,2024-04-14,2024-04
CMP438,Q2 2025 -- Content Marketing (North),Content Marketing,North,27366.08,22690.58,36069,2565,3660368.29,16031.7,2025-07-06,2025-07-23,2025-07
CMP439,Brand 2024 -- Meta Ads (East),Meta Ads,East,87463.0,76000.83,27942,2395,5959939.94,7741.9,2024-03-12,2024-03-28,2024-03
CMP440,Awareness 2025 -- Content Marketing (South),Content Marketing,South,9523.94,7807.61,13779,726,272324.85,3387.9,2025-11-10,2025-11-28,2025-11
CMP441,Awareness 2026 -- Google Ads (West),Google Ads,West,83230.02,63321.77,24030,1061,1662986.29,2526.2,2026-05-10,2026-05-18,2026-05
CMP442,Retargeting 2025 -- LinkedIn (Central),LinkedIn,Central,78958.17,77345.52,38235,5853,6468200.71,8262.7,2025-08-15,2025-08-28,2025-08
CMP443,SMB 2024 -- Events (Central),Events,Central,6799.83,5406.19,40597,4841,1814667.8,33466.5,2024-06-14,2024-06-23,2024-06
CMP444,Brand 2025 -- Content Marketing (North),Content Marketing,North,83054.95,63220.33,608,73,93145.59,47.3,2025-04-06,2025-04-27,2025-04
CMP445,Q1 2024 -- Google Ads (East),Google Ads,East,61557.16,48524.63,9370,350,504677.32,940.0,2024-01-07,2024-01-15,2024-01
CMP446,Q2 2025 -- LinkedIn (West),LinkedIn,West,31839.04,27437.38,10357,279,203027.87,640.0,2025-04-14,2025-04-28,2025-04
CMP447,Q2 2025 -- Meta Ads (Central),Meta Ads,Central,22063.45,18891.75,23228,1944,489118.17,2489.1,2025-05-04,2025-05-23,2025-05
CMP448,Seasonal 2025 -- Meta Ads (South),Meta Ads,South,37276.5,28163.99,9738,585,535730.5,1802.2,2025-02-15,2025-02-28,2025-02
CMP449,Q1 2025 -- Meta Ads (East),Meta Ads,East,69072.96,58801.51,31203,4355,2126709.75,3516.8,2025-08-03,2025-08-24,2025-08
CMP450,Awareness 2024 -- Google Ads (East),Google Ads,East,85318.58,83558.99,28814,3111,771287.93,823.0,2024-01-15,2024-01-27,2024-01
CMP451,Q2 2025 -- Google Ads (Central),Google Ads,Central,97289.77,74991.66,34445,1192,1251859.93,1569.3,2025-08-02,2025-08-21,2025-08
CMP452,Conversion 2024 -- Meta Ads (Central),Meta Ads,Central,22824.21,21702.76,15361,348,759628.87,3400.1,2024-04-06,2024-04-25,2024-04
CMP453,Seasonal 2025 -- Events (East),Events,East,96990.18,93859.16,27633,2015,4174261.45,4347.4,2025-12-10,2025-12-28,2025-12
CMP454,Q2 2025 -- Events (West),Events,West,72095.05,58166.32,9893,627,677454.9,1064.7,2025-04-03,2025-04-23,2025-04
CMP455,Retargeting 2026 -- Email (East),Email,East,93241.04,42704.51,7433,830,241683.67,465.9,2026-05-13,2026-05-25,2026-05
CMP456,Seasonal 2024 -- LinkedIn (North),LinkedIn,North,72459.01,64205.44,2348,339,129340.94,101.4,2024-11-15,2024-11-23,2024-11
CMP457,Seasonal 2024 -- Meta Ads (Central),Meta Ads,Central,73723.47,59426.1,27505,1443,1023913.35,1623.0,2024-05-07,2024-05-26,2024-05
CMP458,Q4 2026 -- Email (East),Email,East,49218.91,47625.57,389,43,61043.2,28.2,2026-03-12,2026-03-23,2026-03
CMP459,SMB 2025 -- Google Ads (East),Google Ads,East,8135.46,7417.02,6484,945,165565.32,2132.2,2025-05-04,2025-05-18,2025-05
CMP460,Seasonal 2024 -- Email (East),Email,East,71857.55,69590.87,11316,1225,2141189.17,2976.8,2024-02-14,2024-02-23,2024-02
CMP461,Awareness 2024 -- Content Marketing (South),Content Marketing,South,49716.57,42869.12,35528,2837,3953607.37,9122.5,2024-11-14,2024-11-28,2024-11
CMP462,Seasonal 2026 -- Email (West),Email,West,62409.11,54507.82,15715,2747,5410057.48,9825.3,2026-04-06,2026-04-13,2026-04
CMP463,Seasonal 2026 -- Google Ads (South),Google Ads,South,73505.34,71529.52,38844,1298,1349006.64,1785.9,2026-01-01,2026-01-18,2026-01
CMP464,SMB 2024 -- Meta Ads (Central),Meta Ads,Central,60941.51,60865.72,24827,1638,2168685.76,3463.1,2024-12-11,2024-12-19,2024-12
CMP465,Q1 2026 -- Events (Central),Events,Central,41642.17,38562.81,41453,2792,6932537.84,17877.3,2026-03-12,2026-03-23,2026-03
CMP466,Q4 2024 -- Content Marketing (East),Content Marketing,East,93482.59,78726.56,1606,202,434977.9,452.5,2024-12-06,2024-12-22,2024-12
CMP467,Enterprise 2025 -- Content Marketing (West),Content Marketing,West,22093.03,16637.98,35457,5705,5150440.37,30855.9,2025-01-10,2025-01-21,2025-01
CMP468,Product Launch 2026 -- Webinar (South),Webinar,South,67855.61,53607.89,1908,270,661163.56,1133.3,2026-02-08,2026-02-16,2026-02
CMP469,Enterprise 2026 -- Content Marketing (West),Content Marketing,West,53690.61,51880.06,7903,191,300816.45,479.8,2026-01-02,2026-01-17,2026-01
CMP470,Product Launch 2024 -- Email (South),Email,South,31442.12,28076.02,36621,1126,1405563.76,4906.3,2024-10-11,2024-10-19,2024-10
CMP471,Enterprise 2024 -- Content Marketing (North),Content Marketing,North,68343.32,60268.24,22791,3843,7821757.31,12878.2,2024-03-08,2024-03-26,2024-03
CMP472,Conversion 2025 -- Email (Central),Email,Central,9726.49,7969.72,38779,3655,6540631.74,81968.5,2025-08-14,2025-08-28,2025-08
CMP473,Enterprise 2024 -- Meta Ads (Central),Meta Ads,Central,66510.56,62734.56,39514,6535,5678166.13,8951.1,2024-02-10,2024-02-22,2024-02
CMP474,Product Launch 2025 -- Email (North),Email,North,39391.61,36391.58,37092,4812,11922449.85,32661.6,2025-04-11,2025-04-23,2025-04
CMP475,Regional 2024 -- Meta Ads (South),Meta Ads,South,16412.01,13148.7,26497,1548,3606099.59,27325.5,2024-06-14,2024-06-28,2024-06
CMP476,Awareness 2026 -- Webinar (Central),Webinar,Central,55411.45,50843.04,11649,888,234843.63,361.9,2026-04-13,2026-04-24,2026-04
CMP477,Conversion 2025 -- Google Ads (East),Google Ads,East,73635.55,62885.96,31190,1567,2228507.08,3443.7,2025-08-12,2025-08-23,2025-08
CMP478,SMB 2026 -- Meta Ads (Central),Meta Ads,Central,29903.32,25786.19,18691,1866,2942588.84,11311.5,2026-01-08,2026-01-26,2026-01
CMP479,Seasonal 2026 -- Content Marketing (East),Content Marketing,East,67187.51,30550.03,35395,2039,1295063.32,4139.2,2026-05-11,2026-05-28,2026-05
CMP480,Q3 2025 -- Events (Central),Events,Central,78437.02,75345.69,40284,2095,3745894.49,4871.6,2025-02-03,2025-02-15,2025-02
CMP481,Enterprise 2026 -- Email (East),Email,East,81936.31,35059.83,6035,669,967810.06,2660.5,2026-05-02,2026-05-11,2026-05
CMP482,Q1 2024 -- Meta Ads (Central),Meta Ads,Central,25224.31,19399.4,36579,3531,2328205.25,11901.4,2024-06-04,2024-06-21,2024-06
CMP483,Conversion 2025 -- Webinar (East),Webinar,East,75114.15,71037.84,24704,1411,1303970.69,1735.6,2025-09-03,2025-09-18,2025-09
CMP484,Q3 2025 -- Meta Ads (East),Meta Ads,East,61831.18,50651.57,36170,6256,4666448.16,9112.8,2025-12-03,2025-12-10,2025-12
CMP485,Enterprise 2024 -- Google Ads (Central),Google Ads,Central,61134.58,56006.2,13108,871,884688.73,1479.6,2024-03-09,2024-03-18,2024-03
CMP486,Q3 2026 -- Meta Ads (West),Meta Ads,West,60005.87,46245.08,42456,3974,4625848.97,9902.9,2026-02-13,2026-02-22,2026-02
CMP487,Retargeting 2024 -- Content Marketing (North),Content Marketing,North,73516.0,70648.74,24679,3796,6315784.95,8839.7,2024-10-11,2024-10-22,2024-10
CMP488,SMB 2025 -- LinkedIn (North),LinkedIn,North,73853.2,69809.27,37066,1209,1035557.63,1383.4,2025-08-12,2025-08-28,2025-08
CMP489,Retargeting 2026 -- Meta Ads (North),Meta Ads,North,35330.16,29586.73,33158,5570,1836734.39,6108.0,2026-03-04,2026-03-15,2026-03
CMP490,Q3 2025 -- Email (East),Email,East,90493.5,78263.92,3487,415,565058.89,622.0,2025-01-14,2025-01-28,2025-01
CMP491,Seasonal 2026 -- Email (South),Email,South,99222.08,79041.63,40295,2460,1522120.28,1825.7,2026-03-08,2026-03-25,2026-03
CMP492,Conversion 2026 -- Email (North),Email,North,48758.13,36626.67,34334,3637,3319147.11,8962.1,2026-04-15,2026-04-28,2026-04
CMP493,Product Launch 2025 -- Events (West),Events,West,66105.55,54084.03,7156,212,388936.63,619.1,2025-04-13,2025-04-28,2025-04
CMP494,Product Launch 2024 -- LinkedIn (North),LinkedIn,North,50024.61,45300.21,23059,1488,2267206.53,4904.8,2024-08-13,2024-08-28,2024-08
CMP495,Brand 2024 -- Google Ads (North),Google Ads,North,56841.26,51730.87,27440,3232,7609593.08,14610.0,2024-09-13,2024-09-21,2024-09
CMP496,Seasonal 2024 -- Meta Ads (North),Meta Ads,North,47588.33,47032.06,13971,1461,2954069.39,6181.0,2024-11-10,2024-11-20,2024-11
CMP497,Q1 2024 -- Google Ads (North),Google Ads,North,86233.66,71133.46,24411,2033,3377037.35,4647.5,2024-06-12,2024-06-26,2024-06
CMP498,Holiday 2026 -- LinkedIn (West),LinkedIn,West,84056.13,70067.57,21390,1399,3461805.08,4840.7,2026-02-07,2026-02-16,2026-02
CMP499,Holiday 2024 -- Meta Ads (North),Meta Ads,North,80339.44,72767.12,11316,487,359115.09,393.5,2024-04-06,2024-04-24,2024-04
CMP500,Q4 2025 -- Google Ads (East),Google Ads,East,68308.76,55143.51,25426,2066,611202.29,1008.4,2025-02-13,2025-02-27,2025-02
